Station,Month,Parameter,From,To,Date,Concentration
PUNJABIBAGH,Jan,NO2, 20:00:00, 20:59:00,2016-01-21,101.45
PUNJABIBAGH,Jan,NO2, 21:00:00, 21:59:00,2016-01-21,87.9
PUNJABIBAGH,Jan,NO2, 22:00:00, 22:59:00,2016-01-21,80.17
PUNJABIBAGH,Jan,NO2, 23:00:00, 23:59:00,2016-01-21,80.58
PUNJABIBAGH,Jan,NO2, 00:00:00, 00:59:00,2016-01-22,85.84
PUNJABIBAGH,Jan,NO2, 01:00:00, 01:59:00,2016-01-22,105.64
PUNJABIBAGH,Jan,NO2, 02:00:00, 02:59:00,2016-01-22,76.28
PUNJABIBAGH,Jan,NO2, 03:00:00, 03:59:00,2016-01-22,73.88
PUNJABIBAGH,Jan,NO2, 04:00:00, 04:59:00,2016-01-22,66.04
PUNJABIBAGH,Jan,NO2, 05:00:00, 05:59:00,2016-01-22,58.04
PUNJABIBAGH,Jan,NO2, 06:00:00, 06:59:00,2016-01-22,57.79
PUNJABIBAGH,Jan,NO2, 07:00:00, 07:59:00,2016-01-22,62.97
PUNJABIBAGH,Jan,NO2, 08:00:00, 08:59:00,2016-01-22,73.67
PUNJABIBAGH,Jan,NO2, 09:00:00, 09:59:00,2016-01-22,119.55
PUNJABIBAGH,Jan,NO2, 10:00:00, 10:59:00,2016-01-22,135.4
PUNJABIBAGH,Jan,NO2, 11:00:00, 11:59:00,2016-01-22,153.48
PUNJABIBAGH,Jan,NO2, 12:00:00, 12:59:00,2016-01-22,189.78
PUNJABIBAGH,Jan,NO2, 13:00:00, 13:59:00,2016-01-22,199.76
PUNJABIBAGH,Jan,NO2, 14:00:00, 14:59:00,2016-01-22,186.51
PUNJABIBAGH,Jan,NO2, 15:00:00, 15:59:00,2016-01-22,161.22
PUNJABIBAGH,Jan,NO2, 16:00:00, 16:59:00,2016-01-22,162.46
PUNJABIBAGH,Jan,NO2, 17:00:00, 17:59:00,2016-01-22,153.38
PUNJABIBAGH,Jan,NO2, 18:00:00, 18:59:00,2016-01-22,152.17
PUNJABIBAGH,Jan,NO2, 19:00:00, 19:59:00,2016-01-22,141.74
PUNJABIBAGH,Jan,NO2, 20:00:00, 20:59:00,2016-01-22,132.51
PUNJABIBAGH,Jan,NO2, 21:00:00, 21:59:00,2016-01-22,126.37
PUNJABIBAGH,Jan,NO2, 22:00:00, 22:59:00,2016-01-22,117.44
PUNJABIBAGH,Jan,NO2, 23:00:00, 23:59:00,2016-01-22,114.53
PUNJABIBAGH,Jan,NO2, 00:00:00, 00:59:00,2016-01-23,100.97
PUNJABIBAGH,Jan,NO2, 01:00:00, 01:59:00,2016-01-23,82.96
PUNJABIBAGH,Jan,NO2, 02:00:00, 02:59:00,2016-01-23,74.18
PUNJABIBAGH,Jan,NO2, 03:00:00, 03:59:00,2016-01-23,72.39
PUNJABIBAGH,Jan,NO2, 04:00:00, 04:59:00,2016-01-23,71.63
PUNJABIBAGH,Jan,NO2, 05:00:00, 05:59:00,2016-01-23,70.32
PUNJABIBAGH,Jan,NO2, 06:00:00, 06:59:00,2016-01-23,68.97
PUNJABIBAGH,Jan,NO2, 07:00:00, 07:59:00,2016-01-23,88.91
PUNJABIBAGH,Jan,NO2, 08:00:00, 08:59:00,2016-01-23,102.91
PUNJABIBAGH,Jan,NO2, 09:00:00, 09:59:00,2016-01-23,128.09
PUNJABIBAGH,Jan,NO2, 10:00:00, 10:59:00,2016-01-23,91.93
PUNJABIBAGH,Jan,NO2, 11:00:00, 11:59:00,2016-01-23,99.94
PUNJABIBAGH,Jan,NO2, 12:00:00, 12:59:00,2016-01-23,112.13
PUNJABIBAGH,Jan,NO2, 13:00:00, 13:59:00,2016-01-23,95.47
PUNJABIBAGH,Jan,NO2, 14:00:00, 14:59:00,2016-01-23,87.72
PUNJABIBAGH,Jan,NO2, 15:00:00, 15:59:00,2016-01-23,165.94
PUNJABIBAGH,Jan,NO2, 16:00:00, 16:59:00,2016-01-23,214.98
PUNJABIBAGH,Jan,NO2, 17:00:00, 17:59:00,2016-01-23,212.92
PUNJABIBAGH,Jan,NO2, 18:00:00, 18:59:00,2016-01-23,190.08
PUNJABIBAGH,Jan,NO2, 19:00:00, 19:59:00,2016-01-23,149.11
PUNJABIBAGH,Jan,NO2, 20:00:00, 20:59:00,2016-01-23,131.53
PUNJABIBAGH,Jan,NO2, 21:00:00, 21:59:00,2016-01-23,110.23
PUNJABIBAGH,Jan,NO2, 22:00:00, 22:59:00,2016-01-23,113.15
PUNJABIBAGH,Jan,NO2, 23:00:00, 23:59:00,2016-01-23,103.13
PUNJABIBAGH,Jan,NO2, 00:00:00, 00:59:00,2016-01-24,94.15
PUNJABIBAGH,Jan,NO2, 01:00:00, 01:59:00,2016-01-24,90.13
PUNJABIBAGH,Jan,NO2, 02:00:00, 02:59:00,2016-01-24,82.64
PUNJABIBAGH,Jan,NO2, 03:00:00, 03:59:00,2016-01-24,69.96
PUNJABIBAGH,Jan,NO2, 04:00:00, 04:59:00,2016-01-24,63.19
PUNJABIBAGH,Jan,NO2, 05:00:00, 05:59:00,2016-01-24,66.23
PUNJABIBAGH,Jan,NO2, 06:00:00, 06:59:00,2016-01-24,63.93
PUNJABIBAGH,Jan,NO2, 07:00:00, 07:59:00,2016-01-24,66.28
PUNJABIBAGH,Jan,NO2, 08:00:00, 08:59:00,2016-01-24,70.32
PUNJABIBAGH,Jan,NO2, 09:00:00, 09:59:00,2016-01-24,77.51
PUNJABIBAGH,Jan,NO2, 10:00:00, 10:59:00,2016-01-24,86.8
PUNJABIBAGH,Jan,NO2, 11:00:00, 11:59:00,2016-01-24,92.12
PUNJABIBAGH,Jan,NO2, 12:00:00, 12:59:00,2016-01-24,79.77
PUNJABIBAGH,Jan,NO2, 13:00:00, 13:59:00,2016-01-24,73.88
PUNJABIBAGH,Jan,NO2, 14:00:00, 14:59:00,2016-01-24,69.67
PUNJABIBAGH,Jan,NO2, 15:00:00, 15:59:00,2016-01-24,74.14
PUNJABIBAGH,Jan,NO2, 16:00:00, 16:59:00,2016-01-24,76.6
PUNJABIBAGH,Jan,NO2, 17:00:00, 17:59:00,2016-01-24,73.71
PUNJABIBAGH,Jan,NO2, 18:00:00, 18:59:00,2016-01-24,72.35
PUNJABIBAGH,Jan,NO2, 19:00:00, 19:59:00,2016-01-24,73.22
PUNJABIBAGH,Jan,NO2, 20:00:00, 20:59:00,2016-01-24,69.33
PUNJABIBAGH,Jan,NO2, 21:00:00, 21:59:00,2016-01-24,69.32
PUNJABIBAGH,Jan,NO2, 22:00:00, 22:59:00,2016-01-24,63.92
PUNJABIBAGH,Jan,NO2, 23:00:00, 23:59:00,2016-01-24,55.67
PUNJABIBAGH,Jan,NO2, 00:00:00, 00:59:00,2016-01-25,51.33
PUNJABIBAGH,Jan,NO2, 01:00:00, 01:59:00,2016-01-25,49.79
PUNJABIBAGH,Jan,NO2, 02:00:00, 02:59:00,2016-01-25,43.93
PUNJABIBAGH,Jan,NO2, 03:00:00, 03:59:00,2016-01-25,41.95
PUNJABIBAGH,Jan,NO2, 04:00:00, 04:59:00,2016-01-25,42.39
PUNJABIBAGH,Jan,NO2, 05:00:00, 05:59:00,2016-01-25,44.93
PUNJABIBAGH,Jan,NO2, 06:00:00, 06:59:00,2016-01-25,45.65
PUNJABIBAGH,Jan,NO2, 07:00:00, 07:59:00,2016-01-25,52.24
PUNJABIBAGH,Jan,NO2, 08:00:00, 08:59:00,2016-01-25,52.83
PUNJABIBAGH,Jan,NO2, 09:00:00, 09:59:00,2016-01-25,53.05
PUNJABIBAGH,Jan,NO2, 10:00:00, 10:59:00,2016-01-25,61.5
PUNJABIBAGH,Jan,NO2, 11:00:00, 11:59:00,2016-01-25,70.08
PUNJABIBAGH,Jan,NO2, 12:00:00, 12:59:00,2016-01-25,85.24
PUNJABIBAGH,Jan,NO2, 13:00:00, 13:59:00,2016-01-25,73.02
PUNJABIBAGH,Jan,NO2, 14:00:00, 14:59:00,2016-01-25,74.39
PUNJABIBAGH,Jan,NO2, 15:00:00, 15:59:00,2016-01-25,102.94
PUNJABIBAGH,Jan,NO2, 16:00:00, 16:59:00,2016-01-25,101.05
PUNJABIBAGH,Jan,NO2, 17:00:00, 17:59:00,2016-01-25,112.92
PUNJABIBAGH,Jan,NO2, 18:00:00, 18:59:00,2016-01-25,111.67
PUNJABIBAGH,Jan,NO2, 19:00:00, 19:59:00,2016-01-25,105.42
PUNJABIBAGH,Jan,NO2, 20:00:00, 20:59:00,2016-01-25,105.99
PUNJABIBAGH,Jan,NO2, 21:00:00, 21:59:00,2016-01-25,101.82
PUNJABIBAGH,Jan,NO2, 22:00:00, 22:59:00,2016-01-25,91.43
PUNJABIBAGH,Jan,NO2, 23:00:00, 23:59:00,2016-01-25,88.75
PUNJABIBAGH,Jan,NO2, 00:00:00, 00:59:00,2016-01-26,75.63
PUNJABIBAGH,Jan,NO2, 01:00:00, 01:59:00,2016-01-26,63.53
PUNJABIBAGH,Jan,NO2, 02:00:00, 02:59:00,2016-01-26,64.59
PUNJABIBAGH,Jan,NO2, 03:00:00, 03:59:00,2016-01-26,62.17
PUNJABIBAGH,Jan,NO2, 04:00:00, 04:59:00,2016-01-26,69.72
PUNJABIBAGH,Jan,NO2, 05:00:00, 05:59:00,2016-01-26,73.42
PUNJABIBAGH,Jan,NO2, 06:00:00, 06:59:00,2016-01-26,69.39
PUNJABIBAGH,Jan,NO2, 07:00:00, 07:59:00,2016-01-26,72.45
PUNJABIBAGH,Jan,NO2, 08:00:00, 08:59:00,2016-01-26,79.49
PUNJABIBAGH,Jan,NO2, 09:00:00, 09:59:00,2016-01-26,83.31
PUNJABIBAGH,Jan,NO2, 10:00:00, 10:59:00,2016-01-26,128.12
PUNJABIBAGH,Jan,NO2, 11:00:00, 11:59:00,2016-01-26,139.03
PUNJABIBAGH,Jan,NO2, 12:00:00, 12:59:00,2016-01-26,125.11
PUNJABIBAGH,Jan,NO2, 13:00:00, 13:59:00,2016-01-26,145.1
PUNJABIBAGH,Jan,NO2, 14:00:00, 14:59:00,2016-01-26,127.65
PUNJABIBAGH,Jan,NO2, 15:00:00, 15:59:00,2016-01-26,109.8
PUNJABIBAGH,Jan,NO2, 16:00:00, 16:59:00,2016-01-26,116.44
PUNJABIBAGH,Jan,NO2, 17:00:00, 17:59:00,2016-01-26,126.85
PUNJABIBAGH,Jan,NO2, 18:00:00, 18:59:00,2016-01-26,143.6
PUNJABIBAGH,Jan,NO2, 19:00:00, 19:59:00,2016-01-26,135.23
PUNJABIBAGH,Jan,NO2, 20:00:00, 20:59:00,2016-01-26,129.62
PUNJABIBAGH,Jan,NO2, 21:00:00, 21:59:00,2016-01-26,129.68
PUNJABIBAGH,Jan,NO2, 22:00:00, 22:59:00,2016-01-26,124.43
PUNJABIBAGH,Jan,NO2, 23:00:00, 23:59:00,2016-01-26,127.71
PUNJABIBAGH,Jan,NO2, 00:00:00, 00:59:00,2016-01-27,119.38
PUNJABIBAGH,Jan,NO2, 01:00:00, 01:59:00,2016-01-27,113.94
PUNJABIBAGH,Jan,NO2, 02:00:00, 02:59:00,2016-01-27,113.07
PUNJABIBAGH,Jan,NO2, 03:00:00, 03:59:00,2016-01-27,104.48
PUNJABIBAGH,Jan,NO2, 04:00:00, 04:59:00,2016-01-27,95.78
PUNJABIBAGH,Jan,NO2, 05:00:00, 05:59:00,2016-01-27,98.32
PUNJABIBAGH,Jan,NO2, 06:00:00, 06:59:00,2016-01-27,86.7
PUNJABIBAGH,Jan,NO2, 07:00:00, 07:59:00,2016-01-27,115.47
PUNJABIBAGH,Jan,NO2, 08:00:00, 08:59:00,2016-01-27,123.32
PUNJABIBAGH,Jan,NO2, 09:00:00, 09:59:00,2016-01-27,120.77
PUNJABIBAGH,Jan,NO2, 10:00:00, 10:59:00,2016-01-27,86.38
PUNJABIBAGH,Jan,NO2, 11:00:00, 11:59:00,2016-01-27,67.62
PUNJABIBAGH,Jan,NO2, 12:00:00, 12:59:00,2016-01-27,64.02
PUNJABIBAGH,Jan,NO2, 13:00:00, 13:59:00,2016-01-27,55.18
PUNJABIBAGH,Jan,NO2, 14:00:00, 14:59:00,2016-01-27,71.28
PUNJABIBAGH,Jan,NO2, 15:00:00, 15:59:00,2016-01-27,76
PUNJABIBAGH,Jan,NO2, 16:00:00, 16:59:00,2016-01-27,138.42
PUNJABIBAGH,Jan,NO2, 17:00:00, 17:59:00,2016-01-27,163.47
PUNJABIBAGH,Jan,NO2, 18:00:00, 18:59:00,2016-01-27,190.7
PUNJABIBAGH,Jan,NO2, 19:00:00, 19:59:00,2016-01-27,185.38
PUNJABIBAGH,Jan,NO2, 20:00:00, 20:59:00,2016-01-27,182.55
PUNJABIBAGH,Jan,NO2, 21:00:00, 21:59:00,2016-01-27,177.54
PUNJABIBAGH,Jan,NO2, 22:00:00, 22:59:00,2016-01-27,156.7
PUNJABIBAGH,Jan,NO2, 23:00:00, 23:59:00,2016-01-27,135.66
PUNJABIBAGH,Jan,NO2, 00:00:00, 00:59:00,2016-01-28,112.32
PUNJABIBAGH,Jan,NO2, 01:00:00, 01:59:00,2016-01-28,98.09
PUNJABIBAGH,Jan,NO2, 02:00:00, 02:59:00,2016-01-28,93.67
PUNJABIBAGH,Jan,NO2, 03:00:00, 03:59:00,2016-01-28,106.82
PUNJABIBAGH,Jan,NO2, 04:00:00, 04:59:00,2016-01-28,99.97
PUNJABIBAGH,Jan,NO2, 05:00:00, 05:59:00,2016-01-28,97.6
PUNJABIBAGH,Jan,NO2, 06:00:00, 06:59:00,2016-01-28,81.95
PUNJABIBAGH,Jan,NO2, 07:00:00, 07:59:00,2016-01-28,80.51
PUNJABIBAGH,Jan,NO2, 08:00:00, 08:59:00,2016-01-28,136.19
PUNJABIBAGH,Jan,NO2, 09:00:00, 09:59:00,2016-01-28,159.51
PUNJABIBAGH,Jan,NO2, 10:00:00, 10:59:00,2016-01-28,105.77
PUNJABIBAGH,Jan,NO2, 11:00:00, 11:59:00,2016-01-28,99.23
PUNJABIBAGH,Jan,NO2, 12:00:00, 12:59:00,2016-01-28,95.52
PUNJABIBAGH,Jan,NO2, 13:00:00, 13:59:00,2016-01-28,74.73
PUNJABIBAGH,Jan,NO2, 14:00:00, 14:59:00,2016-01-28,70.97
PUNJABIBAGH,Jan,NO2, 15:00:00, 15:59:00,2016-01-28,77.02
PUNJABIBAGH,Jan,NO2, 16:00:00, 16:59:00,2016-01-28,90.35
PUNJABIBAGH,Jan,NO2, 17:00:00, 17:59:00,2016-01-28,127.32
PUNJABIBAGH,Jan,NO2, 18:00:00, 18:59:00,2016-01-28,133.58
PUNJABIBAGH,Jan,NO2, 19:00:00, 19:59:00,2016-01-28,137.26
PUNJABIBAGH,Jan,NO2, 20:00:00, 20:59:00,2016-01-28,134.66
PUNJABIBAGH,Jan,NO2, 21:00:00, 21:59:00,2016-01-28,132.7
PUNJABIBAGH,Jan,NO2, 22:00:00, 22:59:00,2016-01-28,136.89
PUNJABIBAGH,Jan,NO2, 23:00:00, 23:59:00,2016-01-28,124.5
PUNJABIBAGH,Jan,NO2, 00:00:00, 00:59:00,2016-01-29,111.88
PUNJABIBAGH,Jan,NO2, 01:00:00, 01:59:00,2016-01-29,101.39
PUNJABIBAGH,Jan,NO2, 02:00:00, 02:59:00,2016-01-29,94.48
PUNJABIBAGH,Jan,NO2, 03:00:00, 03:59:00,2016-01-29,88.24
PUNJABIBAGH,Jan,NO2, 04:00:00, 04:59:00,2016-01-29,79.92
PUNJABIBAGH,Jan,NO2, 05:00:00, 05:59:00,2016-01-29,83.41
PUNJABIBAGH,Jan,NO2, 06:00:00, 06:59:00,2016-01-29,77.64
PUNJABIBAGH,Jan,NO2, 07:00:00, 07:59:00,2016-01-29,81.56
PUNJABIBAGH,Jan,NO2, 08:00:00, 08:59:00,2016-01-29,116.92
PUNJABIBAGH,Jan,NO2, 09:00:00, 09:59:00,2016-01-29,163.87
PUNJABIBAGH,Jan,NO2, 10:00:00, 10:59:00,2016-01-29,109.67
PUNJABIBAGH,Jan,NO2, 11:00:00, 11:59:00,2016-01-29,103.69
PUNJABIBAGH,Jan,NO2, 12:00:00, 12:59:00,2016-01-29,162.43
PUNJABIBAGH,Jan,NO2, 13:00:00, 13:59:00,2016-01-29,137.93
PUNJABIBAGH,Jan,NO2, 14:00:00, 14:59:00,2016-01-29,103.69
PUNJABIBAGH,Jan,NO2, 15:00:00, 15:59:00,2016-01-29,98.86
PUNJABIBAGH,Jan,NO2, 16:00:00, 16:59:00,2016-01-29,125.16
PUNJABIBAGH,Jan,NO2, 17:00:00, 17:59:00,2016-01-29,151.32
PUNJABIBAGH,Jan,NO2, 18:00:00, 18:59:00,2016-01-29,146.1
PUNJABIBAGH,Jan,NO2, 19:00:00, 19:59:00,2016-01-29,157.53
PUNJABIBAGH,Jan,NO2, 20:00:00, 20:59:00,2016-01-29,156.73
PUNJABIBAGH,Jan,NO2, 21:00:00, 21:59:00,2016-01-29,160.7
PUNJABIBAGH,Jan,NO2, 22:00:00, 22:59:00,2016-01-29,173.14
PUNJABIBAGH,Jan,NO2, 23:00:00, 23:59:00,2016-01-29,169.45
PUNJABIBAGH,Jan,NO2, 00:00:00, 00:59:00,2016-01-30,147.08
PUNJABIBAGH,Jan,NO2, 01:00:00, 01:59:00,2016-01-30,130.14
PUNJABIBAGH,Jan,NO2, 02:00:00, 02:59:00,2016-01-30,119.9
PUNJABIBAGH,Jan,NO2, 03:00:00, 03:59:00,2016-01-30,115.75
PUNJABIBAGH,Jan,NO2, 04:00:00, 04:59:00,2016-01-30,112.29
PUNJABIBAGH,Jan,NO2, 05:00:00, 05:59:00,2016-01-30,96.5
PUNJABIBAGH,Jan,NO2, 06:00:00, 06:59:00,2016-01-30,110.99
PUNJABIBAGH,Jan,NO2, 07:00:00, 07:59:00,2016-01-30,117.69
PUNJABIBAGH,Jan,NO2, 08:00:00, 08:59:00,2016-01-30,153.28
PUNJABIBAGH,Jan,NO2, 09:00:00, 09:59:00,2016-01-30,186.82
PUNJABIBAGH,Jan,NO2, 10:00:00, 10:59:00,2016-01-30,148.68
PUNJABIBAGH,Jan,NO2, 11:00:00, 11:59:00,2016-01-30,104.65
PUNJABIBAGH,Jan,NO2, 12:00:00, 12:59:00,2016-01-30,97.08
PUNJABIBAGH,Jan,NO2, 13:00:00, 13:59:00,2016-01-30,120.6
PUNJABIBAGH,Jan,NO2, 14:00:00, 14:59:00,2016-01-30,143.69
PUNJABIBAGH,Jan,NO2, 15:00:00, 15:59:00,2016-01-30,148.52
PUNJABIBAGH,Jan,NO2, 16:00:00, 16:59:00,2016-01-30,161.05
PUNJABIBAGH,Jan,NO2, 17:00:00, 17:59:00,2016-01-30,176.49
PUNJABIBAGH,Jan,NO2, 18:00:00, 18:59:00,2016-01-30,185
PUNJABIBAGH,Jan,NO2, 19:00:00, 19:59:00,2016-01-30,192.81
PUNJABIBAGH,Jan,NO2, 20:00:00, 20:59:00,2016-01-30,192.81
PUNJABIBAGH,Jan,NO2, 21:00:00, 21:59:00,2016-01-30,173.79
PUNJABIBAGH,Jan,NO2, 22:00:00, 22:59:00,2016-01-30,153.82
PUNJABIBAGH,Jan,NO2, 23:00:00, 23:59:00,2016-01-30,133.83
PUNJABIBAGH,Jan,NO2, 00:00:00, 00:59:00,2016-01-31,113.29
PUNJABIBAGH,Jan,NO2, 01:00:00, 01:59:00,2016-01-31,102.4
PUNJABIBAGH,Jan,NO2, 11:00:00, 11:59:00,2016-01-31,68.05
PUNJABIBAGH,Jan,NO2, 12:00:00, 12:59:00,2016-01-31,59.87
PUNJABIBAGH,Jan,NO2, 13:00:00, 13:59:00,2016-01-31,53.66
PUNJABIBAGH,Jan,NO2, 14:00:00, 14:59:00,2016-01-31,50.36
PUNJABIBAGH,Jan,NO2, 15:00:00, 15:59:00,2016-01-31,58.91
PUNJABIBAGH,Jan,NO2, 16:00:00, 16:59:00,2016-01-31,58.13
PUNJABIBAGH,Jan,NO2, 17:00:00, 17:59:00,2016-01-31,74.79
PUNJABIBAGH,Jan,NO2, 18:00:00, 18:59:00,2016-01-31,91.88
PUNJABIBAGH,Jan,NO2, 19:00:00, 19:59:00,2016-01-31,98.29
PUNJABIBAGH,Jan,NO2, 20:00:00, 20:59:00,2016-01-31,95.83
PUNJABIBAGH,Jan,NO2, 21:00:00, 21:59:00,2016-01-31,91.46
PUNJABIBAGH,Jan,NO2, 22:00:00, 22:59:00,2016-01-31,96.88
PUNJABIBAGH,Jan,NO2, 23:00:00, 23:59:00,2016-01-31,93.86
RKPURAM,Dec,NO2, 00:00:00, 00:59:00,2015-12-01,82.44
RKPURAM,Dec,NO2, 01:00:00, 01:59:00,2015-12-01,56.43
RKPURAM,Dec,NO2, 02:00:00, 02:59:00,2015-12-01,39.17
RKPURAM,Dec,NO2, 03:00:00, 03:59:00,2015-12-01,40.13
RKPURAM,Dec,NO2, 04:00:00, 04:59:00,2015-12-01,33.83
RKPURAM,Dec,NO2, 05:00:00, 05:59:00,2015-12-01,25.03
RKPURAM,Dec,NO2, 06:00:00, 06:59:00,2015-12-01,17.83
RKPURAM,Dec,NO2, 07:00:00, 07:59:00,2015-12-01,11.29
RKPURAM,Dec,NO2, 08:00:00, 08:59:00,2015-12-01,86.37
RKPURAM,Dec,NO2, 09:00:00, 09:59:00,2015-12-01,155.45
RKPURAM,Dec,NO2, 10:00:00, 10:59:00,2015-12-01,85.6
RKPURAM,Dec,NO2, 11:00:00, 11:59:00,2015-12-01,76.31
RKPURAM,Dec,NO2, 12:00:00, 12:59:00,2015-12-01,58.48
RKPURAM,Dec,NO2, 13:00:00, 13:59:00,2015-12-01,72.13
RKPURAM,Dec,NO2, 14:00:00, 14:59:00,2015-12-01,70.84
RKPURAM,Dec,NO2, 15:00:00, 15:59:00,2015-12-01,93.72
RKPURAM,Dec,NO2, 16:00:00, 16:59:00,2015-12-01,99.72
RKPURAM,Dec,NO2, 17:00:00, 17:59:00,2015-12-01,126.29
RKPURAM,Dec,NO2, 18:00:00, 18:59:00,2015-12-01,105.68
RKPURAM,Dec,NO2, 19:00:00, 19:59:00,2015-12-01,107.36
RKPURAM,Dec,NO2, 20:00:00, 20:59:00,2015-12-01,90.92
RKPURAM,Dec,NO2, 21:00:00, 21:59:00,2015-12-01,81.99
RKPURAM,Dec,NO2, 22:00:00, 22:59:00,2015-12-01,99.77
RKPURAM,Dec,NO2, 23:00:00, 23:59:00,2015-12-01,91.74
RKPURAM,Dec,NO2, 00:00:00, 00:59:00,2015-12-02,74.06
RKPURAM,Dec,NO2, 01:00:00, 01:59:00,2015-12-02,71.42
RKPURAM,Dec,NO2, 02:00:00, 02:59:00,2015-12-02,75.49
RKPURAM,Dec,NO2, 03:00:00, 03:59:00,2015-12-02,84.13
RKPURAM,Dec,NO2, 04:00:00, 04:59:00,2015-12-02,67.21
RKPURAM,Dec,NO2, 05:00:00, 05:59:00,2015-12-02,64.24
RKPURAM,Dec,NO2, 06:00:00, 06:59:00,2015-12-02,54.33
RKPURAM,Dec,NO2, 07:00:00, 07:59:00,2015-12-02,51
RKPURAM,Dec,NO2, 08:00:00, 08:59:00,2015-12-02,87.71
RKPURAM,Dec,NO2, 09:00:00, 09:59:00,2015-12-02,125.83
RKPURAM,Dec,NO2, 10:00:00, 10:59:00,2015-12-02,157.23
RKPURAM,Dec,NO2, 11:00:00, 11:59:00,2015-12-02,113.87
RKPURAM,Dec,NO2, 12:00:00, 12:59:00,2015-12-02,64.49
RKPURAM,Dec,NO2, 13:00:00, 13:59:00,2015-12-02,47.48
RKPURAM,Dec,NO2, 14:00:00, 14:59:00,2015-12-02,58.68
RKPURAM,Dec,NO2, 15:00:00, 15:59:00,2015-12-02,69.98
RKPURAM,Dec,NO2, 16:00:00, 16:59:00,2015-12-02,111.11
RKPURAM,Dec,NO2, 17:00:00, 17:59:00,2015-12-02,127.53
RKPURAM,Dec,NO2, 18:00:00, 18:59:00,2015-12-02,109.39
RKPURAM,Dec,NO2, 19:00:00, 19:59:00,2015-12-02,109.02
RKPURAM,Dec,NO2, 20:00:00, 20:59:00,2015-12-02,104.17
RKPURAM,Dec,NO2, 21:00:00, 21:59:00,2015-12-02,103.67
RKPURAM,Dec,NO2, 22:00:00, 22:59:00,2015-12-02,99.36
RKPURAM,Dec,NO2, 23:00:00, 23:59:00,2015-12-02,94.99
RKPURAM,Dec,NO2, 00:00:00, 00:59:00,2015-12-03,75.36
RKPURAM,Dec,NO2, 01:00:00, 01:59:00,2015-12-03,70.31
RKPURAM,Dec,NO2, 02:00:00, 02:59:00,2015-12-03,62.31
RKPURAM,Dec,NO2, 03:00:00, 03:59:00,2015-12-03,62.62
RKPURAM,Dec,NO2, 04:00:00, 04:59:00,2015-12-03,70.76
RKPURAM,Dec,NO2, 05:00:00, 05:59:00,2015-12-03,65.18
RKPURAM,Dec,NO2, 06:00:00, 06:59:00,2015-12-03,54.67
RKPURAM,Dec,NO2, 07:00:00, 07:59:00,2015-12-03,63.91
RKPURAM,Dec,NO2, 08:00:00, 08:59:00,2015-12-03,91.75
RKPURAM,Dec,NO2, 09:00:00, 09:59:00,2015-12-03,92.95
RKPURAM,Dec,NO2, 10:00:00, 10:59:00,2015-12-03,77.2
RKPURAM,Dec,NO2, 11:00:00, 11:59:00,2015-12-03,54.38
RKPURAM,Dec,NO2, 12:00:00, 12:59:00,2015-12-03,39.4
RKPURAM,Dec,NO2, 13:00:00, 13:59:00,2015-12-03,33.1
RKPURAM,Dec,NO2, 14:00:00, 14:59:00,2015-12-03,35.36
RKPURAM,Dec,NO2, 15:00:00, 15:59:00,2015-12-03,43.4
RKPURAM,Dec,NO2, 16:00:00, 16:59:00,2015-12-03,67.22
RKPURAM,Dec,NO2, 17:00:00, 17:59:00,2015-12-03,112.69
RKPURAM,Dec,NO2, 18:00:00, 18:59:00,2015-12-03,129.71
RKPURAM,Dec,NO2, 19:00:00, 19:59:00,2015-12-03,126.01
RKPURAM,Dec,NO2, 20:00:00, 20:59:00,2015-12-03,120.77
RKPURAM,Dec,NO2, 21:00:00, 21:59:00,2015-12-03,114.14
RKPURAM,Dec,NO2, 22:00:00, 22:59:00,2015-12-03,107.08
RKPURAM,Dec,NO2, 23:00:00, 23:59:00,2015-12-03,101.11
RKPURAM,Dec,NO2, 00:00:00, 00:59:00,2015-12-04,96.6
RKPURAM,Dec,NO2, 01:00:00, 01:59:00,2015-12-04,91.54
RKPURAM,Dec,NO2, 02:00:00, 02:59:00,2015-12-04,86.06
RKPURAM,Dec,NO2, 03:00:00, 03:59:00,2015-12-04,85.6
RKPURAM,Dec,NO2, 04:00:00, 04:59:00,2015-12-04,73.74
RKPURAM,Dec,NO2, 05:00:00, 05:59:00,2015-12-04,70.58
RKPURAM,Dec,NO2, 06:00:00, 06:59:00,2015-12-04,64.68
RKPURAM,Dec,NO2, 07:00:00, 07:59:00,2015-12-04,68.55
RKPURAM,Dec,NO2, 08:00:00, 08:59:00,2015-12-04,68.92
RKPURAM,Dec,NO2, 09:00:00, 09:59:00,2015-12-04,66.67
RKPURAM,Dec,NO2, 10:00:00, 10:59:00,2015-12-04,47.84
RKPURAM,Dec,NO2, 11:00:00, 11:59:00,2015-12-04,43.29
RKPURAM,Dec,NO2, 12:00:00, 12:59:00,2015-12-04,34.24
RKPURAM,Dec,NO2, 13:00:00, 13:59:00,2015-12-04,27.97
RKPURAM,Dec,NO2, 14:00:00, 14:59:00,2015-12-04,32.54
RKPURAM,Dec,NO2, 15:00:00, 15:59:00,2015-12-04,40.55
RKPURAM,Dec,NO2, 16:00:00, 16:59:00,2015-12-04,77.13
RKPURAM,Dec,NO2, 17:00:00, 17:59:00,2015-12-04,115.96
RKPURAM,Dec,NO2, 18:00:00, 18:59:00,2015-12-04,99.94
